timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,pressure,altitude
1772651152669,0.258574,-0.189142,9.811439,0.006392,0.019707,0.000533,-22.44,-20.22,-28.74,,
1772651152681,0.217872,-0.177171,9.806650,0.005326,0.013848,0.000000,-21.90,-20.16,-29.22,,
1772651152690,0.169988,-0.169988,9.811439,0.001598,0.008522,-0.002131,-21.24,-19.50,-28.86,,
1772651152699,0.131681,-0.177171,9.749189,-0.003196,0.000000,-0.001065,-21.00,-19.50,-28.74,,
1772651152709,0.150835,-0.215478,9.770737,-0.002131,-0.002663,-0.001065,-20.70,-19.32,-28.86,,
1772651152719,0.189142,-0.210690,9.727641,-0.004261,-0.004261,-0.001065,-20.82,-19.68,-28.92,,
1772651152734,0.213084,-0.227449,9.809045,-0.002131,-0.009055,0.003196,-21.72,-20.46,-28.92,,
1772651152742,0.248997,-0.232238,9.794679,-0.002663,-0.005326,0.000533,-22.02,-20.70,-29.28,,
1772651152749,0.277727,-0.227449,9.821015,-0.000533,-0.003728,0.001065,-21.96,-20.52,-28.92,,
1772651152759,0.284910,-0.260968,9.816227,-0.000533,-0.003196,-0.001065,-21.78,-20.82,-28.92,,
1772651152769,0.306458,-0.251391,9.789890,0.001065,-0.000533,-0.001065,-21.06,-20.22,-28.62,,
1772651152780,0.292093,-0.260968,9.823410,0.002131,0.004794,-0.002663,-21.18,-20.34,-29.04,,
1772651152790,0.275333,-0.248997,9.732430,0.001065,0.011185,-0.001065,-21.24,-19.74,-28.98,,
1772651152799,0.244209,-0.232238,9.751583,0.004794,0.012783,0.000000,-20.94,-19.50,-28.56,,
1772651152809,0.122104,-0.196325,9.768343,0.003196,0.005859,0.001065,-22.08,-19.98,-28.26,,
1772651152825,0.122104,-0.196325,9.768343,0.003196,0.005859,0.001065,-22.08,-19.98,-28.26,,
1772651152831,0.112527,-0.162806,9.847352,0.000000,-0.002663,0.000533,-22.32,-20.58,-28.92,,
1772651152839,0.150835,-0.174777,9.763555,-0.002131,-0.010653,-0.001065,-21.84,-20.70,-28.74,,
1772651152850,0.217872,-0.213084,9.821015,-0.003196,-0.015446,0.000533,-21.66,-20.52,-29.28,,
1772651152859,0.301669,-0.256180,9.868899,-0.002131,-0.009587,-0.000533,-20.82,-20.04,-29.28,,
1772651152869,0.323217,-0.263362,9.806650,-0.000533,-0.001598,0.000533,-21.24,-19.98,-29.46,,
1772651152884,0.301669,-0.251391,9.849746,0.002131,0.007457,0.001598,-20.94,-19.62,-28.98,,
1772651152889,0.284910,-0.239420,9.818622,0.003196,0.009587,0.001598,-20.94,-19.86,-28.62,,
1772651152899,0.234632,-0.220267,9.785102,0.001598,0.006924,-0.002131,-21.06,-19.80,-28.32,,
1772651152909,0.186748,-0.222661,9.770737,0.001598,0.003196,-0.001598,-21.30,-20.04,-28.08,,
1772651152919,0.177171,-0.234632,9.763555,0.001065,0.000000,-0.003196,-21.18,-20.28,-28.56,,
1772651152934,0.158017,-0.239420,9.782708,0.002131,-0.001598,0.001065,-21.36,-20.10,-28.32,,
1772651152939,0.158017,-0.239420,9.782708,0.002131,-0.001598,0.001065,-21.36,-20.10,-28.32,,
1772651152949,0.184354,-0.196325,9.806650,0.001065,0.000000,0.003196,-21.00,-19.68,-28.56,,
1772651152959,0.205901,-0.189142,9.806650,0.000533,-0.003728,0.001598,-20.88,-19.92,-28.86,,
1772651152969,0.260968,-0.177171,9.825804,-0.002131,-0.008522,-0.001065,-21.24,-20.52,-28.44,,
1772651152981,0.287304,-0.205901,9.823410,-0.002663,-0.009587,0.000533,-21.30,-20.52,-28.74,,
1772651152992,0.306458,-0.258574,9.825804,-0.002663,-0.004794,0.000000,-20.94,-20.34,-28.80,,
1772651152999,0.308852,-0.270545,9.832987,-0.001065,0.001065,-0.001598,-21.12,-20.34,-28.86,,
1772651153009,0.232238,-0.260968,9.794679,0.003196,0.012251,0.002663,-21.18,-20.16,-29.22,,
1772651153019,0.196325,-0.248997,9.780313,0.003728,0.011185,0.000000,-21.60,-20.22,-28.80,,
1772651153032,0.143652,-0.225055,9.775525,0.004794,0.008522,0.000533,-21.90,-20.52,-28.50,,
1772651153042,0.119710,-0.210690,9.773131,0.003728,0.004261,-0.001598,-21.72,-20.34,-28.44,,
1772651153049,0.155623,-0.220267,9.780313,-0.001598,-0.007989,-0.001065,-20.94,-20.16,-28.86,,
1772651153059,0.198719,-0.208296,9.794679,0.000000,-0.009587,0.000000,-21.06,-20.04,-29.40,,
1772651153069,0.246603,-0.229843,9.804255,-0.000533,-0.008522,0.001598,-21.60,-20.16,-29.40,,
1772651153083,0.270545,-0.217872,9.825804,-0.000533,-0.006392,0.001598,-21.90,-20.16,-29.58,,
1772651153089,0.294487,-0.205901,9.823410,0.000000,-0.001598,0.001065,-22.26,-20.52,-29.40,,
1772651153099,0.277727,-0.198719,9.825804,-0.000533,0.003196,-0.000533,-21.72,-20.46,-28.98,,
1772651153109,0.260968,-0.201113,9.821015,-0.001065,0.004794,0.000533,-21.24,-20.22,-29.40,,
1772651153119,0.244209,-0.234632,9.797073,-0.001065,0.003196,-0.001598,-21.18,-20.04,-29.40,,
1772651153133,0.239420,-0.229843,9.847352,-0.002663,0.000000,0.001065,-21.42,-19.80,-29.16,,
1772651153139,0.213084,-0.215478,9.830592,-0.002663,0.002663,0.004794,-21.06,-19.98,-29.52,,
1772651153149,0.146046,-0.196325,9.761160,0.001065,0.006924,0.001598,-21.24,-19.86,-29.28,,
1772651153159,0.114922,-0.229843,9.797073,0.004261,0.007989,-0.003728,-20.82,-19.86,-29.82,,
1772651153169,0.167594,-0.342371,9.758766,-0.000533,-0.011185,-0.006392,-20.94,-20.40,-29.76,,
